LOC,LOC_TOUCHED,AVC,ALA,ACSS,AGE,AOC,NFIX,FIX,WMC,DIT,CBO,RFC,LCOM,NF,ENTROPY,NSMELLS,NR,NAUTH,CHURN,MAX_CHURN,Bugginess
66,2,0.0,1.0,36.0,71,1,5,0,13,1,14,29,15,36,0.0,0,6,1,195,142,0
71,4,0.0,1.0,19.5,115,1,16,1,16,1,19,32,9,36,1.0,0,20,5,454,157,1
55,0,0.0,0.0,0.0,75,58,3,0,16,2,5,15,8,0,0.0,0,4,3,115,101,0
62,0,0.0,0.0,0.0,75,34,3,0,16,2,11,11,15,0,0.0,0,3,2,149,78,0
110,0,0.0,0.0,0.0,115,53,6,0,12,6,10,14,4,0,0.0,0,11,6,513,322,0
24,0,0.0,0.0,0.0,115,75,2,0,6,2,7,0,9,0,0.0,0,2,2,74,69,0
207,0,0.0,0.0,0.0,115,24,16,0,4,5,28,24,1,0,0.0,0,25,6,1248,493,0
51,0,0.0,0.0,0.0,75,66,2,0,14,2,6,2,69,0,0.0,0,2,2,143,97,0
52,0,0.0,0.0,0.0,75,74,3,0,17,2,6,0,21,0,0.0,0,3,2,119,84,0
64,0,0.0,0.0,0.0,81,81,0,0,11,1,8,15,0,0,0.0,0,1,1,127,127,0
66,0,0.0,0.0,0.0,115,115,1,0,14,1,4,13,0,0,0.0,0,1,1,112,112,0
87,0,0.0,0.0,0.0,115,24,18,0,11,4,21,25,0,0,0.0,0,24,6,393,121,0
50,0,0.0,0.0,0.0,88,26,2,0,12,2,8,23,0,0,0.0,0,2,1,128,109,0
50,0,0.0,0.0,0.0,115,40,5,0,13,2,3,25,0,0,0.0,0,5,3,127,92,0
181,0,0.0,0.0,0.0,115,14,27,0,43,1,33,68,18,0,0.0,0,30,7,827,270,0
63,0,0.0,0.0,0.0,115,75,5,0,19,1,8,24,36,0,0.0,0,7,3,144,91,0
136,34,2.0,18.0,1.0,87,1,8,0,2,2,19,8,1,1,0.0,0,10,4,618,185,0
3,0,0.0,0.0,0.0,115,75,3,0,0,3,3,0,0,0,0.0,0,3,2,33,31,0
53,0,0.0,0.0,0.0,115,56,8,0,2,3,6,1,1,0,0.0,0,9,4,1337,600,0
13,0,0.0,0.0,0.0,115,75,2,0,2,3,4,2,0,0,0.0,0,2,2,47,46,0
16,0,0.0,0.0,0.0,115,58,2,0,4,5,8,6,1,0,0.0,0,5,3,77,62,0
50,0,0.0,0.0,0.0,115,32,3,0,13,1,3,1,66,0,0.0,0,5,3,126,113,0
3,0,0.0,0.0,0.0,75,73,2,0,0,2,1,0,0,0,0.0,0,3,2,33,29,0
4,0,0.0,0.0,0.0,75,58,3,0,1,1,2,2,0,0,0.0,0,4,2,38,27,0
147,0,0.0,0.0,0.0,115,32,11,0,27,2,25,37,8,0,0.0,0,18,5,450,221,0
78,0,0.0,0.0,0.0,75,75,3,0,32,1,3,0,496,0,0.0,0,4,3,593,171,0
110,0,0.0,0.0,0.0,115,25,5,0,35,1,21,27,3,0,0.0,0,9,3,380,138,0
164,0,0.0,0.0,0.0,115,32,6,0,34,3,32,56,60,0,0.0,0,7,4,411,214,0
39,0,0.0,0.0,0.0,31,31,1,0,5,1,11,14,0,0,0.0,0,1,1,108,108,0
43,0,0.0,0.0,0.0,115,40,4,0,10,2,6,19,0,0,0.0,0,4,3,120,90,0
18,0,0.0,0.0,0.0,75,74,3,0,5,3,5,1,4,0,0.0,0,3,1,57,49,0
17,0,0.0,0.0,0.0,75,74,2,0,4,2,4,0,2,0,0.0,0,2,1,52,47,0
52,7,5.0,6.0,3.0,85,7,4,1,16,1,12,5,91,3,0.0,0,8,3,190,102,0
7,0,0.0,0.0,0.0,75,73,6,0,5,1,10,0,10,0,0.0,0,7,3,208,81,0
128,134,2.0,68.0,5.0,115,2,13,1,4,3,21,15,1,5,0.0,0,20,6,732,224,0
362,10,6.0,8.0,3.0,115,3,37,1,88,2,44,124,270,3,0.0,0,44,7,2994,643,0
44,2,0.0,1.0,36.0,76,1,6,0,11,2,14,30,1,36,0.0,0,9,4,194,112,0
426,2,0.0,1.0,36.0,115,1,17,0,150,1,37,118,22,36,0.0,0,22,6,1610,755,1
10,0,0.0,0.0,0.0,74,74,1,0,2,1,1,0,0,0,0.0,0,1,1,35,35,0
92,0,0.0,0.0,0.0,88,32,4,0,11,1,17,46,0,0,0.0,0,6,2,259,209,0
209,45,-1.5,10.5,19.0,80,1,5,0,84,1,11,70,45,36,0.2623,0,8,4,554,346,0
135,0,0.0,0.0,0.0,115,56,9,0,1,2,13,5,0,0,0.0,0,13,5,482,185,0
35,0,0.0,0.0,0.0,72,31,2,0,9,1,0,4,4,0,0.0,0,2,1,98,69,0
87,0,0.0,0.0,0.0,34,31,3,0,18,1,5,22,1,0,0.0,0,4,2,227,140,0
257,0,0.0,0.0,0.0,80,32,9,0,25,4,22,34,2,0,0.0,0,14,4,951,365,0
80,0,0.0,0.0,0.0,68,24,4,0,11,4,17,17,1,0,0.0,0,8,3,232,156,0
242,0,0.0,0.0,0.0,115,25,5,0,85,2,36,33,905,0,0.0,0,7,3,639,416,1
49,0,0.0,0.0,0.0,75,75,4,0,16,3,3,1,54,0,0.0,0,4,1,109,94,0
83,0,0.0,0.0,0.0,75,35,9,0,26,2,12,11,325,0,0.0,0,9,4,314,185,0
23,0,0.0,0.0,0.0,115,75,3,0,6,3,6,2,2,0,0.0,0,4,3,78,59,0
145,0,0.0,0.0,0.0,115,56,10,0,11,3,18,21,0,0,0.0,0,13,5,411,309,0
4,0,0.0,0.0,0.0,75,58,3,0,1,1,2,2,0,0,0.0,0,4,2,36,28,0
91,0,0.0,0.0,0.0,115,75,3,0,42,2,10,25,300,0,0.0,0,5,1,213,168,0
49,0,0.0,0.0,0.0,51,38,2,0,12,3,8,0,40,0,0.0,0,2,1,128,126,0
60,0,0.0,0.0,0.0,75,62,9,0,16,1,16,26,0,0,0.0,0,9,5,336,159,0
40,0,0.0,0.0,0.0,115,57,5,0,9,1,14,13,0,0,0.0,0,5,2,137,89,0
69,0,0.0,0.0,0.0,75,70,8,0,16,1,11,23,1,0,0.0,0,8,3,503,131,0
52,0,0.0,0.0,0.0,75,74,3,0,16,3,6,1,75,0,0.0,0,3,2,112,103,0
46,0,0.0,0.0,0.0,115,56,4,0,6,4,8,9,4,0,0.0,0,7,5,113,87,1
15,0,0.0,0.0,0.0,75,73,5,0,13,1,11,0,78,0,0.0,0,5,2,161,83,0
17,0,0.0,0.0,0.0,115,75,2,0,4,2,6,0,2,0,0.0,0,2,2,56,55,0
48,0,0.0,0.0,0.0,75,73,6,0,16,2,11,3,46,0,0.0,0,6,3,164,102,0
60,0,0.0,0.0,0.0,75,62,7,0,18,2,12,13,91,0,0.0,0,7,3,209,118,0
49,0,0.0,0.0,0.0,115,31,4,0,19,1,17,12,3,0,0.0,0,4,3,176,110,0
25,0,0.0,0.0,0.0,75,26,8,0,7,1,2,3,2,0,0.0,0,8,3,147,99,0
224,2,0.0,1.0,36.0,115,1,18,0,57,1,25,106,70,36,0.0,0,21,4,1033,315,0
87,0,0.0,0.0,0.0,115,24,19,0,15,4,24,14,9,0,0.0,0,25,6,375,216,0
31,0,0.0,0.0,0.0,115,75,2,0,5,1,1,10,8,0,0.0,0,2,2,76,75,0
38,0,0.0,0.0,0.0,115,40,5,0,20,2,12,15,0,0,0.0,0,6,4,179,115,0
26,0,0.0,0.0,0.0,115,75,4,0,7,3,6,3,6,0,0.0,0,6,4,90,66,0
11,1,1.0,1.0,2.0,75,3,5,1,3,1,2,2,1,2,0.0,0,5,3,52,40,0
109,2,0.0,1.0,1.0,75,3,7,0,30,3,8,17,108,1,0.0,0,8,4,249,171,0
47,0,0.0,0.0,0.0,75,35,6,0,14,2,11,14,91,0,0.0,0,6,2,136,103,0
176,2,0.0,1.0,36.0,115,1,12,0,50,2,23,7,894,36,0.0,0,14,3,618,356,0
32,0,0.0,0.0,0.0,75,74,3,0,10,2,5,5,0,0,0.0,0,3,2,88,76,0
54,0,0.0,0.0,0.0,115,55,11,0,20,1,15,21,0,0,0.0,0,12,5,203,123,0
147,0,0.0,0.0,0.0,75,58,2,0,46,2,11,10,102,0,0.0,0,3,2,252,242,0
76,9,-3.0,3.0,5.0,87,4,11,1,9,2,20,12,0,5,0.0,0,18,6,318,104,0
131,3,1.0,2.0,8.0,115,0,20,1,28,2,15,40,91,8,0.0,0,20,4,438,180,0
3,0,0.0,0.0,0.0,75,75,1,0,1,1,1,0,0,0,0.0,0,1,1,32,32,0
90,0,0.0,0.0,0.0,80,55,1,0,20,1,5,9,100,0,0.0,0,3,3,180,154,0
32,0,0.0,0.0,0.0,75,25,4,0,8,2,11,0,22,0,0.0,0,4,2,93,53,0
102,0,0.0,0.0,0.0,75,66,8,0,36,2,23,20,120,0,0.0,0,9,4,379,200,0
16,0,0.0,0.0,0.0,75,55,1,0,4,2,3,0,0,0,0.0,0,2,2,54,49,0
25,0,0.0,0.0,0.0,62,62,1,0,4,2,5,1,0,0,0.0,0,1,1,72,72,0
19,0,0.0,0.0,0.0,115,73,3,0,2,6,10,8,0,0,0.0,0,6,4,71,59,0
81,0,0.0,0.0,0.0,75,62,3,0,21,1,12,20,43,0,0.0,0,3,2,223,180,0
36,0,0.0,0.0,0.0,75,74,2,0,10,1,3,1,0,0,0.0,0,2,1,68,65,0
92,0,0.0,0.0,0.0,75,46,3,0,26,3,5,0,209,0,0.0,0,4,3,222,176,0
148,0,0.0,0.0,0.0,80,24,11,0,16,3,17,17,4,0,0.0,0,13,4,397,203,0
42,0,0.0,0.0,0.0,80,69,3,0,11,2,7,13,0,0,0.0,0,3,2,116,93,0
204,0,0.0,0.0,0.0,115,31,13,0,15,4,24,16,1,0,0.0,0,20,6,635,348,0
204,0,0.0,0.0,0.0,51,32,3,0,42,2,17,53,13,0,0.0,0,4,2,366,287,0
400,0,0.0,0.0,0.0,115,24,19,0,10,7,34,24,1,0,0.0,0,26,7,1452,576,0
223,0,0.0,0.0,0.0,115,32,7,0,49,2,20,65,17,0,0.0,0,8,3,480,310,0
26,0,0.0,0.0,0.0,115,67,5,0,6,3,9,5,9,0,0.0,0,5,3,85,67,0
14,1,1.0,1.0,17.0,115,0,8,1,2,1,1,0,1,17,0.0,0,8,3,93,43,0
7,0,0.0,0.0,0.0,75,34,6,0,5,1,8,0,10,0,0.0,0,6,2,137,62,0
73,0,0.0,0.0,0.0,115,58,6,0,2,5,13,8,0,0,0.0,0,9,5,232,119,0
110,2,0.0,1.0,36.0,80,1,5,0,25,1,5,32,8,36,0.0,0,6,3,218,130,0
247,2,0.0,1.0,36.0,65,1,0,0,57,2,8,73,8,36,0.0,0,2,1,378,376,1
73,0,0.0,0.0,0.0,79,75,2,0,7,1,9,25,1,0,0.0,0,2,2,138,126,0
83,0,0.0,0.0,0.0,115,58,9,0,3,4,12,5,0,0,0.0,0,12,5,321,114,0
115,0,0.0,0.0,0.0,75,26,13,0,36,1,24,31,30,0,0.0,0,14,5,674,281,0
27,0,0.0,0.0,0.0,124,58,4,0,10,2,7,6,0,0,0.0,0,4,2,104,86,0
57,0,0.0,0.0,0.0,12,9,6,0,18,2,18,22,6,0,0.0,0,6,3,228,112,0
86,0,0.0,0.0,0.0,50,14,2,0,15,1,11,30,1,0,0.0,0,2,1,137,128,0
46,0,0.0,0.0,0.0,97,15,9,0,7,1,16,20,4,0,0.0,0,9,4,229,143,0
83,0,0.0,0.0,0.0,124,12,14,0,20,1,14,24,66,0,0.0,0,16,3,336,115,0
98,0,0.0,0.0,0.0,124,15,24,0,4,4,18,9,0,0,0.0,0,34,7,399,165,0
136,0,0.0,0.0,0.0,74,74,0,0,36,2,7,22,0,0,0.0,0,1,1,197,197,0
59,270,0.0,135.0,136.0,85,4,5,1,16,2,5,0,104,136,0.0,0,5,4,407,270,0
57,0,0.0,0.0,0.0,124,9,6,0,18,1,10,17,0,0,0.0,0,9,3,316,123,0
144,0,0.0,0.0,0.0,124,10,30,0,35,3,35,40,0,0,0.0,0,35,5,954,244,0
103,0,0.0,0.0,0.0,124,36,9,0,21,1,8,34,33,0,0.0,0,11,4,375,200,1
51,6,0.0,3.0,1.0,9,5,2,1,9,2,8,16,0,1,0.0,0,2,2,100,94,0
51,39,1.4,4.6,8.2,9,4,6,4,7,1,5,11,0,11,2.0592,0,7,1,135,78,0
245,0,0.0,0.0,0.0,124,34,22,0,61,3,36,57,10,0,0.0,0,26,4,1062,461,0
22,0,0.0,0.0,0.0,11,11,1,0,8,1,4,7,3,0,0.0,0,1,1,6,6,0
3,0,0.0,0.0,0.0,124,47,4,0,0,4,3,0,0,0,0.0,0,4,2,37,28,0
46,0,0.0,0.0,0.0,124,56,13,0,24,2,9,24,0,0,0.0,0,14,5,431,135,0
269,4,0.0,2.0,42.0,124,8,21,1,91,3,31,51,1243,42,0.0,0,30,8,990,544,0
48,0,0.0,0.0,0.0,11,10,2,0,19,2,15,34,3,0,0.0,0,2,2,151,127,0
44,0,0.0,0.0,0.0,88,81,4,0,1,4,12,4,0,0,0.0,0,5,4,119,108,0
13,368,0.0,184.0,136.0,85,4,11,1,11,1,22,0,55,136,0.0,0,11,3,735,368,0
47,0,0.0,0.0,0.0,38,11,2,0,8,5,8,7,28,0,0.0,0,2,2,123,109,0
11,0,0.0,0.0,0.0,124,36,2,0,3,4,5,0,1,0,0.0,0,6,3,80,50,0
122,0,0.0,0.0,0.0,10,10,1,0,32,2,12,37,19,0,0.0,0,1,1,10,10,0
38,308,0.0,154.0,136.0,15,4,2,1,10,2,5,0,35,136,0.0,0,2,1,310,308,0
95,354,0.0,177.0,136.0,85,4,11,1,26,2,8,0,301,136,0.0,0,11,5,586,354,0
13,0,0.0,0.0,0.0,83,83,1,0,4,1,3,2,0,0,0.0,0,1,1,36,36,0
16,0,0.0,0.0,0.0,0,0,0,0,4,1,1,1,0,0,0.0,0,0,0,0,0,0
15,0,0.0,0.0,0.0,66,15,0,0,4,1,1,1,0,0,0.0,0,3,2,91,37,0
503,26,1.0,7.0,23.0,95,6,20,2,106,2,50,139,425,42,0.9957,0,25,6,1376,666,1
134,0,0.0,0.0,0.0,95,37,4,0,39,1,12,20,227,0,0.0,0,5,2,244,216,0
46,0,0.0,0.0,0.0,124,43,8,0,11,2,9,16,28,0,0.0,0,8,3,193,73,0
29,63,63.0,63.0,9.0,4,4,1,1,7,1,3,2,11,9,0.0,0,1,1,63,63,0
60,0,0.0,0.0,0.0,124,10,4,0,19,1,2,6,57,0,0.0,0,6,3,162,110,0
43,0,0.0,0.0,0.0,95,42,7,0,6,1,13,30,3,0,0.0,0,7,5,175,65,0
119,444,0.0,222.0,136.0,84,4,21,1,31,2,17,37,26,136,0.0,0,21,4,1207,444,1
162,0,0.0,0.0,0.0,80,10,4,0,43,1,11,59,0,0,0.0,0,6,1,392,196,0
328,0,0.0,0.0,0.0,124,10,27,0,5,6,40,34,1,0,0.0,0,37,7,1737,711,0
80,0,0.0,0.0,0.0,124,17,19,0,4,4,17,15,3,0,0.0,0,25,7,490,154,0
79,0,0.0,0.0,0.0,124,82,2,0,27,2,10,17,47,0,0.0,0,3,2,151,145,0
85,0,0.0,0.0,0.0,10,10,1,0,18,3,23,45,39,0,0.0,0,1,1,42,42,0
21,0,0.0,0.0,0.0,124,9,5,0,7,2,8,2,6,0,0.0,0,5,2,78,65,0
39,200,0.0,100.0,136.0,58,4,5,1,13,2,12,1,28,136,0.0,0,6,1,331,200,0
35,0,0.0,0.0,0.0,58,40,3,0,11,2,4,4,28,0,0.0,0,3,2,128,91,0
191,0,0.0,0.0,0.0,124,10,14,0,50,3,24,41,0,0,0.0,0,18,4,618,280,0
15,390,0.0,195.0,136.0,85,4,12,1,13,1,21,0,78,136,0.0,0,15,3,819,390,0
387,0,0.0,0.0,0.0,124,9,28,0,5,6,29,18,0,0,0.0,0,34,7,1476,506,0
86,354,0.0,177.0,136.0,85,4,9,1,22,2,12,7,170,136,0.0,0,10,4,669,354,0
90,0,0.0,0.0,0.0,95,60,2,0,27,1,7,14,137,0,0.0,0,3,2,165,156,0
114,0,0.0,0.0,0.0,124,17,18,0,1,5,21,12,0,0,0.0,0,25,7,1110,483,0
50,0,0.0,0.0,0.0,124,37,4,0,17,1,11,20,0,0,0.0,0,4,2,134,92,0
3,0,0.0,0.0,0.0,124,85,3,0,0,4,3,0,0,0,0.0,0,3,2,33,31,0
13,0,0.0,0.0,0.0,9,9,2,0,2,1,1,6,0,0,0.0,0,2,1,41,23,0
42,164,0.0,41.0,69.0,85,1,12,1,11,1,5,12,15,136,0.1654,0,13,4,655,160,0
33,0,0.0,0.0,0.0,124,41,2,0,13,1,1,2,2,0,0.0,0,5,3,78,72,0
177,0,0.0,0.0,0.0,124,13,12,0,4,2,20,16,1,0,0.0,0,21,5,574,263,0
45,0,0.0,0.0,0.0,94,35,8,0,12,2,13,8,66,0,0.0,0,9,4,192,131,0
52,0,0.0,0.0,0.0,124,17,16,0,7,3,10,10,10,0,0.0,0,24,6,494,221,0
27,0,0.0,0.0,0.0,10,10,1,0,7,2,9,2,6,0,0.0,0,1,1,77,77,0
153,0,0.0,0.0,0.0,124,13,17,0,1,4,17,9,0,0,0.0,0,23,5,968,211,0
79,0,0.0,0.0,0.0,95,17,4,0,24,1,17,5,204,0,0.0,0,8,3,213,120,0
114,4,0.0,2.0,18.0,85,5,15,1,31,3,29,49,3,18,0.0,0,17,5,939,411,0
163,508,0.0,254.0,136.0,10,4,2,1,50,2,8,16,159,136,0.0,0,2,1,526,508,0
24,138,0.0,69.0,136.0,85,4,5,1,6,2,8,2,11,136,0.0,0,7,2,237,138,0
132,0,0.0,0.0,0.0,124,11,20,0,4,3,22,15,1,0,0.0,0,31,7,854,234,0
58,0,0.0,0.0,0.0,38,11,2,0,9,3,7,8,28,0,0.0,0,2,2,96,77,0
282,17,-1.5,3.5,2.5,124,0,20,2,74,2,50,152,19,4,0.6723,0,22,6,734,232,1
304,0,0.0,0.0,0.0,89,37,4,0,14,2,16,21,0,0,0.0,0,8,3,347,291,0
93,0,0.0,0.0,0.0,124,58,5,0,1,3,17,12,0,0,0.0,0,10,5,263,194,0
33,0,0.0,0.0,0.0,86,74,3,0,6,1,4,8,3,0,0.0,0,3,2,134,84,0
10,92,0.0,46.0,136.0,84,4,5,1,2,1,1,0,0,136,0.0,0,7,3,234,92,0
99,0,0.0,0.0,0.0,124,9,21,0,17,3,20,28,136,0,0.0,0,21,5,549,134,1
50,0,0.0,0.0,0.0,12,9,5,0,14,2,17,16,4,0,0.0,0,5,3,184,99,0
66,0,0.0,0.0,0.0,124,41,9,0,17,3,11,14,0,0,0.0,0,10,4,300,143,0
11,0,0.0,0.0,0.0,97,97,1,0,0,1,0,0,0,0,0.0,0,1,1,41,41,0
15,0,0.0,0.0,0.0,82,68,1,0,3,6,7,4,3,0,0.0,0,3,2,53,49,0
102,0,0.0,0.0,0.0,124,10,14,0,1,2,20,11,0,0,0.0,0,18,6,349,133,0
42,178,0.0,89.0,136.0,85,4,3,1,14,2,2,1,35,136,0.0,0,3,2,267,178,0
10,0,0.0,0.0,0.0,124,85,2,0,3,3,2,0,1,0,0.0,0,2,2,43,40,0
34,0,0.0,0.0,0.0,124,10,3,0,10,3,7,7,0,0,0.0,0,3,2,93,50,0
63,232,0.0,116.0,136.0,84,4,11,1,16,2,12,13,0,136,0.0,0,12,4,441,232,0
62,19,3.0,11.0,11.0,124,5,12,1,14,3,19,22,16,11,0.0,0,15,5,576,223,0
23,0,0.0,0.0,0.0,124,47,4,0,7,3,8,3,2,0,0.0,0,5,3,106,59,0
65,402,0.0,201.0,136.0,85,4,7,1,19,1,6,17,0,136,0.0,0,7,2,617,402,0
149,0,0.0,0.0,0.0,124,11,18,0,4,3,25,18,1,0,0.0,0,28,7,915,262,0
32,182,0.0,91.0,136.0,58,4,2,1,8,2,12,0,22,136,0.0,0,3,1,252,182,0
17,0,0.0,0.0,0.0,47,47,1,0,4,2,6,0,2,0,0.0,0,1,1,58,58,0
8,0,0.0,0.0,0.0,124,63,2,0,2,4,0,0,1,0,0.0,0,3,3,35,31,0
20,4,2.0,3.0,42.0,85,8,21,1,18,1,26,0,153,42,0.0,0,21,6,1209,423,0
3,0,0.0,0.0,0.0,124,50,4,0,0,4,3,0,0,0,0.0,0,4,2,37,32,0
25,4,0.0,2.0,42.0,43,8,2,1,7,2,7,10,10,42,0.0,0,2,2,65,61,0
50,0,0.0,0.0,0.0,78,36,2,0,1,4,8,2,0,0,0.0,0,5,2,111,101,0
15,0,0.0,0.0,0.0,44,14,8,0,1,1,0,0,0,0,0.0,0,8,1,148,64,0
31,0,0.0,0.0,0.0,124,85,4,0,8,3,4,0,20,0,0.0,0,4,3,73,51,0
15,0,0.0,0.0,0.0,68,11,1,0,1,2,6,0,0,0,0.0,0,7,3,147,52,0
60,0,0.0,0.0,0.0,124,83,4,0,8,7,7,10,8,0,0.0,0,5,2,134,111,0
304,0,0.0,0.0,0.0,124,10,20,0,89,3,43,93,431,0,0.0,0,21,5,767,186,0
45,0,0.0,0.0,0.0,124,10,5,0,16,1,2,23,15,0,0.0,0,9,3,186,135,0
26,0,0.0,0.0,0.0,75,10,6,0,5,2,5,12,0,0,0.0,0,6,2,103,53,0
131,4,0.0,2.0,42.0,124,8,29,1,19,3,20,32,153,42,0.0,0,32,7,849,161,0
42,0,0.0,0.0,0.0,0,0,0,0,11,2,8,0,45,0,0.0,0,0,0,0,0,0
150,0,0.0,0.0,0.0,124,9,14,0,5,3,25,29,1,0,0.0,0,19,5,514,219,0
37,226,0.0,113.0,136.0,85,4,9,1,9,2,6,2,22,136,0.0,0,9,2,881,252,0
28,0,0.0,0.0,0.0,77,36,2,0,7,2,12,12,4,0,0.0,0,3,2,81,75,0
83,0,0.0,0.0,0.0,10,9,4,0,15,3,21,31,45,0,0.0,0,4,1,219,163,0
8,0,0.0,0.0,0.0,68,68,0,0,1,1,0,0,0,0,0.0,0,1,1,34,34,0
6,0,0.0,0.0,0.0,44,36,2,0,1,4,2,1,0,0,0.0,0,2,2,29,22,0
42,0,0.0,0.0,0.0,124,10,7,0,1,1,0,0,0,0,0.0,0,12,2,156,96,0
27,0,0.0,0.0,0.0,124,47,4,0,7,2,9,2,6,0,0.0,0,5,3,91,69,0
41,0,0.0,0.0,0.0,38,38,1,0,6,5,7,5,15,0,0.0,0,1,1,90,90,0
26,0,0.0,0.0,0.0,44,44,1,0,5,2,7,6,8,0,0.0,0,1,1,69,69,0
20,0,0.0,0.0,0.0,35,35,1,0,4,2,4,3,0,0,0.0,0,1,1,22,22,0
20,0,0.0,0.0,0.0,124,79,3,0,7,1,3,7,3,0,0.0,0,3,2,91,54,0
3,0,0.0,0.0,0.0,10,10,1,0,0,4,3,0,0,0,0.0,0,1,1,31,31,0
70,0,0.0,0.0,0.0,58,15,3,0,24,1,2,25,10,0,0.0,0,3,1,158,126,0
66,0,0.0,0.0,0.0,124,85,5,0,18,3,12,6,100,0,0.0,0,5,3,148,122,0
65,302,0.0,151.0,136.0,84,4,15,1,17,2,18,24,0,136,0.0,0,16,4,708,302,0
10,0,0.0,0.0,0.0,124,83,3,0,3,3,2,0,1,0,0.0,0,3,3,44,40,0
25,0,0.0,0.0,0.0,105,12,6,0,5,1,3,9,3,0,0.0,0,6,4,87,54,0
34,0,0.0,0.0,0.0,9,9,2,0,1,1,2,0,0,0,0.0,0,2,1,70,52,0
3,0,0.0,0.0,0.0,124,50,4,0,0,4,2,0,0,0,0.0,0,4,2,35,31,0
23,0,0.0,0.0,0.0,124,9,11,0,6,7,12,11,3,0,0.0,0,16,6,444,151,0
29,0,0.0,0.0,0.0,10,10,1,0,6,3,6,15,1,0,0.0,0,1,1,70,70,0
32,0,0.0,0.0,0.0,97,9,12,0,11,1,6,0,55,0,0.0,0,13,6,222,63,0
88,0,0.0,0.0,0.0,124,58,7,0,1,3,14,8,0,0,0.0,0,9,5,263,195,0
274,6,0.0,3.0,42.0,124,8,43,1,70,2,44,124,134,42,0.0,0,49,8,1133,411,1
94,0,0.0,0.0,0.0,124,9,19,0,26,2,21,26,153,0,0.0,0,24,6,523,178,0
46,0,0.0,0.0,0.0,124,35,16,0,13,2,12,20,55,0,0.0,0,17,5,271,102,0
9,82,0.0,41.0,136.0,85,4,4,1,2,1,1,0,0,136,0.0,0,4,2,123,82,0
50,0,0.0,0.0,0.0,89,36,6,0,3,3,7,2,3,0,0.0,0,8,4,139,72,0
56,9,9.0,9.0,9.0,9,9,3,1,13,2,3,5,4,9,0.0,0,3,1,91,64,0
105,0,0.0,0.0,0.0,124,41,16,0,29,3,21,15,0,0,0.0,0,19,4,628,264,0
25,0,0.0,0.0,0.0,124,9,9,0,6,2,11,2,11,0,0.0,0,9,3,106,75,0
17,0,0.0,0.0,0.0,47,47,1,0,4,2,6,0,2,0,0.0,0,1,1,58,58,0
45,0,0.0,0.0,0.0,11,11,6,0,19,2,14,33,3,0,0.0,0,6,2,184,78,0
122,0,0.0,0.0,0.0,11,10,2,0,9,4,18,21,0,0,0.0,0,2,2,239,150,0
83,0,0.0,0.0,0.0,10,9,3,0,15,3,21,33,45,0,0.0,0,3,1,224,165,0
38,0,0.0,0.0,0.0,74,50,3,0,6,1,6,10,0,0,0.0,0,4,1,222,110,0
8,0,0.0,0.0,0.0,58,58,1,0,1,1,0,0,0,0,0.0,0,1,1,35,35,0
37,2,0.0,1.0,8.0,124,0,8,1,7,4,9,11,15,8,0.0,0,13,6,130,79,0
109,0,0.0,0.0,0.0,124,12,10,0,6,2,16,6,1,0,0.0,0,16,5,522,176,0
158,0,0.0,0.0,0.0,124,12,16,0,35,2,13,19,190,0,0.0,0,18,5,737,300,0
186,0,0.0,0.0,0.0,44,10,3,0,51,1,16,44,74,0,0.0,0,4,2,347,320,0
167,0,0.0,0.0,0.0,124,43,8,0,42,1,2,15,0,0,0.0,0,10,4,449,282,0
140,0,0.0,0.0,0.0,124,33,13,0,18,2,36,32,21,0,0.0,0,17,4,543,175,0
456,0,0.0,0.0,0.0,10,10,1,0,116,2,28,113,184,0,0.0,0,1,1,719,719,0
286,0,0.0,0.0,0.0,97,13,10,0,8,2,26,18,0,0,0.0,0,14,4,531,271,0
87,312,0.0,156.0,136.0,85,4,6,1,25,3,5,1,252,136,0.0,0,8,3,562,312,0
14,122,0.0,61.0,136.0,85,4,15,1,1,1,0,0,0,136,0.0,0,18,3,690,244,0
644,14,14.0,14.0,18.0,124,5,20,1,194,1,59,27,0,18,0.0,0,22,5,1057,401,0
38,0,0.0,0.0,0.0,0,0,0,0,4,2,8,21,0,0,0.0,0,0,0,0,0,0
66,0,0.0,0.0,0.0,89,47,5,0,3,3,5,6,1,0,0.0,0,6,4,171,80,0
53,3,1.0,2.0,17.0,81,1,4,1,15,1,4,18,0,17,0.0,0,4,2,246,161,0
53,0,0.0,0.0,0.0,124,85,4,0,4,2,15,11,0,0,0.0,0,5,3,207,107,0
79,0,0.0,0.0,0.0,124,124,1,0,20,1,3,25,5,0,0.0,0,1,1,178,178,0
13,96,0.0,48.0,136.0,4,4,1,1,4,1,0,3,6,136,0.0,0,1,1,96,96,0
48,6,0.0,3.0,1.0,9,5,2,1,5,2,7,18,0,1,0.0,0,2,2,96,90,0
133,36,26.0,31.0,9.0,9,4,5,1,18,1,24,35,0,9,0.0,0,5,1,342,136,0
96,0,0.0,0.0,0.0,124,10,13,0,22,3,21,34,118,0,0.0,0,17,7,1073,532,0
82,0,0.0,0.0,0.0,50,10,3,0,19,2,21,21,1,0,0.0,0,3,1,139,127,0
41,1,1.0,1.0,18.0,75,5,2,1,9,1,6,22,0,18,0.0,0,2,2,104,103,0
58,0,0.0,0.0,0.0,36,36,1,0,10,3,9,8,0,0,0.0,0,1,1,14,14,0
